X_cm-1,subtracted_Y,subtracted_E,loaded_raw_Y,loaded_raw_E,empty_smoothed_Y,empty_smoothed_E
-7.642100000000000115e+00,6.072520000000000695e-02,1.074911364409177582e-02,2.767620000000000080e-01,9.472619999999999305e-03,2.160368000000000011e-01,5.080641147453734442e-03
-7.521119999999999806e+00,6.304799999999999294e-02,1.080681062265828607e-02,2.799459999999999726e-01,9.533379999999999285e-03,2.168979999999999797e-01,5.089383224871163632e-03
-7.400140000000000384e+00,5.798520000000001451e-02,1.076821203606708431e-02,2.761339999999999906e-01,9.481550000000000047e-03,2.181487999999999761e-01,5.104370681210368063e-03
-7.279149999999999565e+00,8.169899999999999385e-02,1.108614489546298591e-02,2.991849999999999787e-01,9.845519999999999966e-03,2.174859999999999849e-01,5.095914498183815380e-03
-7.158170000000000144e+00,8.496000000000000774e-02,1.110832171741528082e-02,3.010639999999999983e-01,9.878899999999999487e-03,2.161039999999999905e-01,5.079581298453642556e-03
-7.037189999999999834e+00,7.985300000000000731e-02,1.109203776003760307e-02,2.987620000000000275e-01,9.843110000000000401e-03,2.189090000000000202e-01,5.113363589458508156e-03
-6.916199999999999903e+00,8.576639999999996489e-02,1.116819869221532049e-02,3.040359999999999729e-01,9.932220000000000285e-03,2.182696000000000081e-01,5.106825618757702794e-03
-6.795219999999999594e+00,9.876399999999996293e-02,1.144128729797482154e-02,3.214170000000000083e-01,1.021219999999999940e-02,2.226530000000000453e-01,5.158878385346954420e-03
-6.674240000000000173e+00,7.805839999999997225e-02,1.127861797755824388e-02,3.078819999999999890e-01,9.986770000000000716e-03,2.298236000000000168e-01,5.241340329610356084e-03
-6.553259999999999863e+00,7.500379999999998160e-02,1.140913312386177686e-02,3.138299999999999979e-01,1.007919999999999996e-02,2.388262000000000163e-01,5.345843805986104542e-03
-6.432269999999999932e+00,9.382799999999996698e-02,1.174703058497763436e-02,3.363949999999999996e-01,1.043909999999999977e-02,2.425670000000000326e-01,5.386828264795528141e-03
-6.311289999999999623e+00,1.047544000000000253e-01,1.205119682506264681e-02,3.562480000000000091e-01,1.073020000000000050e-02,2.514935999999999838e-01,5.485813784335010108e-03
-6.190310000000000201e+00,1.137522000000000810e-01,1.228253718789404023e-02,3.708350000000000257e-01,1.095860000000000063e-02,2.570827999999999447e-01,5.547053795664866165e-03
-6.069320000000000270e+00,1.167943999999999649e-01,1.238207614549353443e-02,3.767260000000000053e-01,1.105339999999999968e-02,2.599316000000000404e-01,5.580157534765483283e-03
